Security,CDSPHRAV Index                                                  ,
Start Date,1/2/2003 0:00,
End Date,5/18/2021 0:00,
Period,D,
Currency,CNY,
,,
Date,PX_LAST,CHG_NET_1D
7/20/2007,3906,0
7/19/2007,3906,2
7/18/2007,3904,13
7/17/2007,3891,-4
7/16/2007,3895,12
7/13/2007,3883,0
7/12/2007,3883,-10
7/11/2007,3893,-6
7/10/2007,3899,-15
7/9/2007,3914,-10
7/6/2007,3924,-10
7/5/2007,3934,-6
7/4/2007,3940,-11
7/3/2007,3951,-15
7/2/2007,3966,-28
6/29/2007,3994,-30
6/28/2007,4024,-20
6/27/2007,4044,-1
6/26/2007,4045,-3
6/25/2007,4048,-18
6/22/2007,4066,-8
6/21/2007,4074,-3
6/20/2007,4077,-24
6/19/2007,4101,-10
6/18/2007,4111,-16
6/15/2007,4127,-16
6/14/2007,4143,-1
6/13/2007,4144,-12
6/12/2007,4156,-13
6/11/2007,4169,-12
6/8/2007,4181,-10
6/7/2007,4191,-34
6/6/2007,4225,-12
6/5/2007,4237,-18
6/4/2007,4255,-7
6/1/2007,4262,-3
5/31/2007,4265,-13
5/30/2007,4278,-8
5/29/2007,4286,-5
5/28/2007,4291,-3
5/25/2007,4294,-12
5/24/2007,4306,-22
5/23/2007,4328,-14
5/22/2007,4342,-6
5/21/2007,4348,-2
5/18/2007,4350,-3
5/17/2007,4353,-1
5/16/2007,4354,0
5/15/2007,4354,27
5/11/2007,4327,5
5/10/2007,4322,15
5/9/2007,4307,3
5/8/2007,4304,19
4/27/2007,4285,0
4/26/2007,4285,-3
4/25/2007,4288,-1
4/24/2007,4289,4
4/23/2007,4285,0
4/20/2007,4285,0
4/19/2007,4285,0
4/18/2007,4285,0
4/17/2007,4285,3
4/16/2007,4282,10
4/13/2007,4272,9
4/12/2007,4263,0
4/11/2007,4263,-3
4/10/2007,4266,28
4/9/2007,4238,3
4/6/2007,4235,5
4/5/2007,4230,0
4/4/2007,4230,18
4/3/2007,4212,7
4/2/2007,4205,4
3/30/2007,4201,8
3/29/2007,4193,-5
3/28/2007,4198,3
3/27/2007,4195,-4
3/26/2007,4199,3
3/23/2007,4196,0
3/22/2007,4196,-3
3/21/2007,4199,-3
3/20/2007,4202,-11
3/19/2007,4213,-33
3/16/2007,4246,-9
3/15/2007,4255,-16
3/14/2007,4271,-12
3/12/2007,4283,-5
3/9/2007,4288,-7
3/8/2007,4295,0
3/7/2007,4295,0
3/6/2007,4295,0
3/5/2007,4295,2
3/2/2007,4293,5
3/1/2007,4288,23
2/28/2007,4265,3
2/27/2007,4262,7
2/26/2007,4255,10
2/15/2007,4245,0
2/14/2007,4245,0
2/13/2007,4245,-4
2/12/2007,4249,0
2/9/2007,4249,-8
2/8/2007,4257,3
2/7/2007,4254,17
2/6/2007,4237,20
2/5/2007,4217,16
2/2/2007,4201,8
2/1/2007,4193,21
1/31/2007,4172,0
1/30/2007,4172,-5
1/29/2007,4177,0
1/26/2007,4177,3
1/25/2007,4174,0
1/24/2007,4174,16
1/23/2007,4158,0
1/22/2007,4158,1
1/19/2007,4157,-3
1/18/2007,4160,8
1/17/2007,4152,0
1/16/2007,4152,9
1/15/2007,4143,0
1/12/2007,4143,0
1/11/2007,4143,9
1/10/2007,4134,14
1/9/2007,4120,56
1/8/2007,4064,39
1/5/2007,4025,13
1/4/2007,4012,90
12/29/2006,3922,17
12/28/2006,3905,7
12/27/2006,3898,12
12/26/2006,3886,9
12/25/2006,3877,18
12/22/2006,3859,0
12/21/2006,3859,0
12/20/2006,3859,0
12/19/2006,3859,0
12/18/2006,3859,0
12/15/2006,3859,5
12/14/2006,3854,0
12/13/2006,3854,0
12/12/2006,3854,6
12/11/2006,3848,0
12/8/2006,3848,-5
12/7/2006,3853,0
12/6/2006,3853,5
12/5/2006,3848,3
12/4/2006,3845,8
12/1/2006,3837,5
11/30/2006,3832,3
11/29/2006,3829,5
11/28/2006,3824,-3
11/27/2006,3827,-8
11/24/2006,3835,-3
11/23/2006,3838,-4
11/22/2006,3842,-22
11/21/2006,3864,-3
11/20/2006,3867,-11
11/17/2006,3878,0
11/16/2006,3878,-9
11/15/2006,3887,0
11/14/2006,3887,7
11/13/2006,3880,-1
11/10/2006,3881,-14
11/9/2006,3895,0
11/8/2006,3895,2
11/7/2006,3893,-7
11/6/2006,3900,-5
11/3/2006,3905,-5
11/2/2006,3910,-14
11/1/2006,3924,-24
10/31/2006,3948,-23
10/30/2006,3971,-20
10/27/2006,3991,-11
10/26/2006,4002,-12
10/25/2006,4014,-8
10/24/2006,4022,-15
10/23/2006,4037,-20
10/20/2006,4057,-2
10/19/2006,4059,-3
10/18/2006,4062,-2
10/17/2006,4064,-1
10/16/2006,4065,-1
10/13/2006,4066,0
10/12/2006,4066,7
10/11/2006,4059,-2
10/10/2006,4061,12
10/9/2006,4049,14
9/29/2006,4035,0
9/28/2006,4035,5
9/27/2006,4030,0
9/26/2006,4030,4
9/25/2006,4026,-7
9/22/2006,4033,18
9/21/2006,4015,6
9/20/2006,4009,11
9/19/2006,3998,3
9/18/2006,3995,-6
9/15/2006,4001,2
9/14/2006,3999,-2
9/13/2006,4001,0
9/12/2006,4001,-3
9/11/2006,4004,5
9/8/2006,3999,-3
9/7/2006,4002,-2
9/6/2006,4004,5
9/5/2006,3999,28
9/4/2006,3971,8
9/1/2006,3963,5
8/31/2006,3958,2
8/30/2006,3956,3
8/29/2006,3953,10
8/28/2006,3943,8
8/25/2006,3935,0
8/24/2006,3935,7
8/23/2006,3928,3
8/22/2006,3925,0
8/21/2006,3925,0
8/18/2006,3925,0
8/17/2006,3925,0
8/16/2006,3925,0
8/15/2006,3925,0
8/14/2006,3925,-3
8/11/2006,3928,7
8/10/2006,3921,0
8/9/2006,3921,-5
8/8/2006,3926,5
8/7/2006,3921,0
8/4/2006,3921,0
8/3/2006,3921,0
8/2/2006,3921,7
8/1/2006,3914,10
7/31/2006,3904,12
7/28/2006,3892,19
7/27/2006,3873,-7
7/26/2006,3880,-25
7/25/2006,3905,-28
7/24/2006,3933,-22
7/21/2006,3955,-105
7/20/2006,4060,0
7/19/2006,4060,0
7/18/2006,4060,-8
7/17/2006,4068,-2
7/14/2006,4070,-50
7/13/2006,4120,-52
7/12/2006,4172,-104
7/11/2006,4276,-64
7/10/2006,4340,-13
7/7/2006,4353,-21
7/6/2006,4374,-37
7/5/2006,4411,-74
7/4/2006,4485,-23
7/3/2006,4508,0
6/30/2006,4508,-20
6/29/2006,4528,-13
6/28/2006,4541,-29
6/27/2006,4570,-19
6/26/2006,4589,-12
6/23/2006,4601,-3
6/22/2006,4604,-20
6/21/2006,4624,-9
6/20/2006,4633,-7
6/19/2006,4640,12
6/16/2006,4628,-9
6/15/2006,4637,-21
6/14/2006,4658,-8
6/13/2006,4666,-2
6/12/2006,4668,-10
6/9/2006,4678,8
6/8/2006,4670,23
6/7/2006,4647,20
6/6/2006,4627,46
6/5/2006,4581,41
6/2/2006,4540,94
6/1/2006,4446,73
5/31/2006,4373,47
5/30/2006,4326,49
5/29/2006,4277,42
5/26/2006,4235,12
5/25/2006,4223,34
5/24/2006,4189,21
5/23/2006,4168,16
5/22/2006,4152,-1
5/19/2006,4153,-35
5/18/2006,4188,0
5/17/2006,4188,6
5/16/2006,4182,33
5/15/2006,4149,35
5/12/2006,4114,18
5/11/2006,4096,0
5/10/2006,4096,19
5/9/2006,4077,51
4/28/2006,4026,3
4/27/2006,4023,-5
4/26/2006,4028,4
4/25/2006,4024,-4
4/24/2006,4028,-7
4/21/2006,4035,-6
4/20/2006,4041,-7
4/19/2006,4048,-9
4/18/2006,4057,-10
4/17/2006,4067,3
4/14/2006,4064,0
4/13/2006,4064,-3
4/12/2006,4067,-7
4/11/2006,4074,32
4/10/2006,4042,5
4/7/2006,4037,2
4/6/2006,4035,-5
4/5/2006,4040,5
4/4/2006,4035,28
4/3/2006,4007,51
3/31/2006,3956,1
3/30/2006,3955,35
3/29/2006,3920,6
3/28/2006,3914,0
3/27/2006,3914,58
3/24/2006,3856,16
3/23/2006,3840,-6
3/22/2006,3846,-8
3/21/2006,3854,-4
3/20/2006,3858,-4
3/17/2006,3862,-23
3/16/2006,3885,-9
3/15/2006,3894,-5
3/14/2006,3899,13
3/13/2006,3886,-8
3/10/2006,3894,-29
3/9/2006,3923,-10
3/8/2006,3933,43
3/7/2006,3890,111
3/6/2006,3779,135
3/3/2006,3644,0
3/2/2006,3644,72
3/1/2006,3572,0
2/28/2006,3572,13
2/27/2006,3559,73
2/24/2006,3486,31
2/23/2006,3455,7
2/22/2006,3448,-1
2/21/2006,3449,11
2/20/2006,3438,8
2/17/2006,3430,5
2/16/2006,3425,2
2/15/2006,3423,17
2/14/2006,3406,76
2/13/2006,3330,38
2/10/2006,3292,28
2/9/2006,3264,10
2/8/2006,3254,5
2/7/2006,3249,46
2/6/2006,3203,0
1/26/2006,3203,40
1/25/2006,3163,0
1/24/2006,3163,37
1/23/2006,3126,0
1/20/2006,3126,17
1/19/2006,3109,0
1/18/2006,3109,5
1/17/2006,3104,17
1/16/2006,3087,21
1/13/2006,3066,15
1/12/2006,3051,13
1/11/2006,3038,5
1/10/2006,3033,2
1/9/2006,3031,2
1/6/2006,3029,8
1/5/2006,3021,0
1/4/2006,3021,2
12/30/2005,3019,3
12/29/2005,3016,-2
12/28/2005,3018,2
12/27/2005,3016,1
12/23/2005,3015,0
12/22/2005,3015,3
12/21/2005,3012,0
12/20/2005,3012,-1
12/19/2005,3013,-5
12/16/2005,3018,-9
12/15/2005,3027,-21
12/14/2005,3048,-11
12/13/2005,3059,-12
12/12/2005,3071,-5
12/9/2005,3076,0
12/8/2005,3076,-7
12/7/2005,3083,-14
12/6/2005,3097,-28
12/5/2005,3125,-11
12/2/2005,3136,-12
12/1/2005,3148,-27
11/30/2005,3175,-42
11/29/2005,3217,-13
11/24/2005,3230,-9
11/23/2005,3239,-9
11/22/2005,3248,-20
11/18/2005,3268,-22
11/17/2005,3290,-8
11/16/2005,3298,-25
11/15/2005,3323,-10
11/11/2005,3333,-2
11/10/2005,3335,-3
11/9/2005,3338,0
11/8/2005,3338,-14
11/7/2005,3352,-19
11/4/2005,3371,-10
11/3/2005,3381,-1
11/2/2005,3382,5
11/1/2005,3377,17
10/31/2005,3360,-9
10/27/2005,3369,21
10/26/2005,3348,0
10/25/2005,3348,-3
10/24/2005,3351,-30
10/21/2005,3381,-20
10/20/2005,3401,-16
10/19/2005,3417,-17
10/18/2005,3434,-50
10/17/2005,3484,-56
10/14/2005,3540,-46
10/13/2005,3586,2
10/12/2005,3584,-38
10/11/2005,3622,-31
10/10/2005,3653,-84
9/29/2005,3737,-18
9/28/2005,3755,-9
9/27/2005,3764,-68
9/23/2005,3832,-25
9/22/2005,3857,-4
9/21/2005,3861,-6
9/20/2005,3867,-5
9/19/2005,3872,-12
9/16/2005,3884,-14
9/15/2005,3898,-6
9/14/2005,3904,-18
9/13/2005,3922,-7
9/12/2005,3929,-9
9/9/2005,3938,-3
9/8/2005,3941,-3
9/6/2005,3944,0
9/5/2005,3944,7
9/2/2005,3937,2
9/1/2005,3935,12
8/31/2005,3923,1
8/30/2005,3922,0
8/29/2005,3922,2
8/26/2005,3920,-2
8/25/2005,3922,-4
8/24/2005,3926,-4
8/23/2005,3930,2
8/22/2005,3928,-3
8/19/2005,3931,-1
8/18/2005,3932,-3
8/17/2005,3935,2
8/16/2005,3933,-4
8/15/2005,3937,27
8/12/2005,3910,3
8/11/2005,3907,2
8/10/2005,3905,5
8/9/2005,3900,0
8/8/2005,3900,19
8/5/2005,3881,5
8/4/2005,3876,7
8/3/2005,3869,19
8/2/2005,3850,23
8/1/2005,3827,13
7/29/2005,3814,3
7/28/2005,3811,0
7/27/2005,3811,-4
7/26/2005,3815,4
7/25/2005,3811,-27
7/19/2005,3838,12
7/18/2005,3826,2
7/15/2005,3824,23
7/14/2005,3801,-17
7/13/2005,3818,-40
7/12/2005,3858,-40
7/11/2005,3898,-54
7/8/2005,3952,-36
7/7/2005,3988,-7
7/6/2005,3995,41
7/5/2005,3954,80
7/4/2005,3874,87
7/1/2005,3787,0
6/30/2005,3787,-12
6/29/2005,3799,-67
6/28/2005,3866,-51
6/27/2005,3917,-87
6/24/2005,4004,0
6/23/2005,4004,-40
6/22/2005,4044,-143
6/21/2005,4187,57
6/20/2005,4130,-37
6/17/2005,4167,-18
6/16/2005,4185,-75
6/15/2005,4260,-1
6/14/2005,4261,-10
6/13/2005,4271,-54
6/9/2005,4325,-97
6/8/2005,4422,-109
6/7/2005,4531,-141
6/3/2005,4672,-45
6/2/2005,4717,-54
6/1/2005,4771,-18
5/31/2005,4789,-27
5/30/2005,4816,-37
5/27/2005,4853,0
5/26/2005,4853,-33
5/25/2005,4886,-75
5/24/2005,4961,-61
5/23/2005,5022,-9
5/20/2005,5031,-23
5/19/2005,5054,-25
5/18/2005,5079,-15
5/17/2005,5094,-21
5/12/2005,5115,-4
5/11/2005,5119,-3
5/10/2005,5122,53
4/29/2005,5069,0
4/28/2005,5069,-52
4/27/2005,5121,0
4/26/2005,5121,2
4/25/2005,5119,-38
4/21/2005,5157,-26
4/20/2005,5183,-141
4/18/2005,5324,-29
4/15/2005,5353,-8
4/14/2005,5361,-3
4/13/2005,5364,9
4/12/2005,5355,-28
4/11/2005,5383,-28
4/8/2005,5411,-26
4/7/2005,5437,-25
4/6/2005,5462,-19
4/5/2005,5481,-8
4/4/2005,5489,-7
4/1/2005,5496,-5
3/31/2005,5501,0
3/30/2005,5501,2
3/29/2005,5499,0
3/28/2005,5499,31
3/25/2005,5468,0
3/23/2005,5468,0
3/22/2005,5468,2
3/21/2005,5466,14
3/17/2005,5452,21
3/16/2005,5431,18
3/15/2005,5413,-14
3/14/2005,5427,44
3/11/2005,5383,43
3/9/2005,5340,81
3/7/2005,5259,-3
3/3/2005,5262,8
3/1/2005,5254,31
2/28/2005,5223,41
2/25/2005,5182,0
2/24/2005,5182,35
2/21/2005,5147,8
2/18/2005,5139,11
2/17/2005,5128,0
2/3/2005,5128,0
2/2/2005,5128,9
2/1/2005,5119,5
1/31/2005,5114,11
1/28/2005,5103,0
1/27/2005,5103,8
1/26/2005,5095,3
1/25/2005,5092,-6
1/21/2005,5098,0
1/20/2005,5098,-1
1/19/2005,5099,2
1/18/2005,5097,8
1/17/2005,5089,4
1/13/2005,5085,12
1/12/2005,5073,-2
1/11/2005,5075,-5
1/10/2005,5080,6
1/7/2005,5074,10
1/6/2005,5064,15
1/5/2005,5049,13
1/4/2005,5036,15
12/30/2004,5021,0
12/28/2004,5021,44
12/24/2004,4977,13
12/23/2004,4964,3
12/22/2004,4961,9
12/21/2004,4952,24
12/20/2004,4928,16
12/17/2004,4912,13
12/16/2004,4899,-5
12/15/2004,4904,14
12/14/2004,4890,15
12/13/2004,4875,14
12/10/2004,4861,8
12/9/2004,4853,7
12/8/2004,4846,2
12/7/2004,4844,15
12/6/2004,4829,28
12/3/2004,4801,18
12/2/2004,4783,7
12/1/2004,4776,9
11/30/2004,4767,11
11/29/2004,4756,26
11/24/2004,4730,2
11/23/2004,4728,-5
11/22/2004,4733,1
11/18/2004,4732,0
11/17/2004,4732,-2
11/16/2004,4734,1
11/15/2004,4733,0
11/12/2004,4733,0
11/11/2004,4733,3
11/10/2004,4730,-5
11/8/2004,4735,4
11/5/2004,4731,0
11/4/2004,4731,0
11/3/2004,4731,6
11/2/2004,4725,10
10/29/2004,4715,-1
10/28/2004,4716,5
10/27/2004,4711,-3
10/26/2004,4714,2
10/25/2004,4712,2
10/22/2004,4710,0
10/21/2004,4710,-1
10/20/2004,4711,1
10/18/2004,4710,1
10/15/2004,4709,0
10/14/2004,4709,4
10/13/2004,4705,0
10/11/2004,4705,18
10/8/2004,4687,0
9/30/2004,4687,0
9/29/2004,4687,0
9/28/2004,4687,0
9/27/2004,4687,0
9/24/2004,4687,-3
9/23/2004,4690,6
9/22/2004,4684,0
9/21/2004,4684,-18
9/20/2004,4702,-3
9/17/2004,4705,0
9/16/2004,4705,11
9/15/2004,4694,0
9/14/2004,4694,-10
9/13/2004,4704,0
9/10/2004,4704,-5
9/9/2004,4709,1
9/8/2004,4708,4
9/7/2004,4704,5
9/6/2004,4699,9
9/3/2004,4690,8
9/2/2004,4682,-3
9/1/2004,4685,23
8/30/2004,4662,18
8/27/2004,4644,9
8/26/2004,4635,8
8/25/2004,4627,0
8/24/2004,4627,35
8/23/2004,4592,0
8/20/2004,4592,0
8/19/2004,4592,-8
8/18/2004,4600,0
8/17/2004,4600,7
8/16/2004,4593,0
8/13/2004,4593,-18
8/12/2004,4611,0
8/11/2004,4611,-11
8/10/2004,4622,-7
8/9/2004,4629,-1
8/6/2004,4630,0
8/5/2004,4630,-5
8/4/2004,4635,-10
8/3/2004,4645,0
8/2/2004,4645,4
7/30/2004,4641,122
7/29/2004,4519,22
7/28/2004,4497,25
7/27/2004,4473,35
7/26/2004,4437,63
7/23/2004,4375,45
7/22/2004,4330,33
7/21/2004,4297,51
7/20/2004,4246,33
7/19/2004,4214,56
7/16/2004,4157,6
7/15/2004,4151,5
7/14/2004,4146,3
7/13/2004,4144,14
7/12/2004,4130,25
7/9/2004,4105,16
7/8/2004,4089,5
7/7/2004,4085,15
7/6/2004,4069,9
7/5/2004,4060,9
7/2/2004,4051,2
7/1/2004,4049,7
6/30/2004,4042,0
6/29/2004,4042,9
6/28/2004,4033,1
6/25/2004,4032,0
6/24/2004,4032,5
6/23/2004,4026,23
6/22/2004,4004,18
6/21/2004,3985,30
6/18/2004,3955,16
6/17/2004,3939,20
6/16/2004,3919,0
6/15/2004,3919,24
6/14/2004,3895,37
6/11/2004,3858,10
6/10/2004,3848,2
6/9/2004,3846,0
6/8/2004,3846,8
6/7/2004,3838,6
6/4/2004,3832,0
6/3/2004,3832,-12
6/2/2004,3844,-11
6/1/2004,3855,-21
5/31/2004,3875,-18
5/28/2004,3894,-9
5/27/2004,3903,-5
5/26/2004,3907,27
5/25/2004,3880,0
5/24/2004,3880,148
5/21/2004,3732,38
5/20/2004,3694,0
5/19/2004,3694,-52
5/18/2004,3745,-157
5/17/2004,3903,-114
5/14/2004,4016,-94
5/13/2004,4110,-80
5/12/2004,4190,-118
5/11/2004,4308,-73
5/10/2004,4381,-175
4/29/2004,4556,-38
4/28/2004,4595,-33
4/27/2004,4627,-25
4/26/2004,4653,-8
4/22/2004,4661,-10
4/21/2004,4671,-27
4/20/2004,4698,-12
4/19/2004,4710,-31
4/16/2004,4741,-3
4/15/2004,4744,0
4/14/2004,4744,-3
4/13/2004,4746,6
4/12/2004,4740,0
4/9/2004,4740,0
4/8/2004,4740,0
4/7/2004,4740,5
4/6/2004,4735,0
4/5/2004,4735,13
4/2/2004,4723,2
4/1/2004,4721,12
3/31/2004,4709,0
3/30/2004,4709,29
3/29/2004,4680,6
3/26/2004,4674,6
3/25/2004,4667,5
3/24/2004,4662,0
3/23/2004,4662,13
3/22/2004,4649,35
3/19/2004,4614,0
3/18/2004,4614,15
3/17/2004,4598,5
3/16/2004,4594,-1
3/15/2004,4595,14
3/12/2004,4581,11
3/11/2004,4570,-18
3/10/2004,4588,-11
3/9/2004,4599,-11
3/8/2004,4610,-33
3/5/2004,4643,-7
3/4/2004,4650,-21
3/3/2004,4671,-9
3/2/2004,4680,-11
3/1/2004,4691,36
2/27/2004,4655,5
2/26/2004,4650,3
2/25/2004,4647,0
2/24/2004,4647,66
2/23/2004,4581,14
2/20/2004,4567,43
2/19/2004,4525,13
2/18/2004,4512,27
2/17/2004,4485,65
2/16/2004,4419,25
2/13/2004,4394,10
2/12/2004,4384,30
2/11/2004,4354,6
2/10/2004,4347,33
2/9/2004,4315,0
2/6/2004,4315,20
2/5/2004,4295,19
2/4/2004,4275,0
2/3/2004,4275,55
2/2/2004,4221,0
1/30/2004,4221,47
1/29/2004,4174,31
1/16/2004,4143,0
1/15/2004,4143,3
1/14/2004,4140,0
1/13/2004,4140,6
1/12/2004,4134,7
1/9/2004,4126,6
1/8/2004,4120,3
1/7/2004,4117,14
1/6/2004,4104,6
1/5/2004,4097,49
1/2/2004,4048,0
12/31/2003,4048,9
12/30/2003,4039,29
12/29/2003,4010,0
12/26/2003,4010,21
12/25/2003,3989,5
12/24/2003,3985,2
12/23/2003,3983,9
12/22/2003,3974,0
12/19/2003,3974,25
12/18/2003,3948,5
12/17/2003,3943,5
12/16/2003,3938,2
12/15/2003,3936,33
12/12/2003,3904,0
12/11/2003,3904,5
12/10/2003,3899,12
12/9/2003,3887,19
12/8/2003,3868,5
12/5/2003,3863,0
12/4/2003,3863,5
12/3/2003,3858,7
12/2/2003,3851,15
12/1/2003,3835,0
11/28/2003,3835,12
11/27/2003,3824,7
11/26/2003,3816,8
11/25/2003,3808,14
11/24/2003,3795,21
11/21/2003,3774,21
11/20/2003,3753,15
11/19/2003,3738,0
11/18/2003,3738,11
11/14/2003,3727,3
11/13/2003,3725,14
11/12/2003,3711,0
11/11/2003,3711,18
11/10/2003,3693,15
11/7/2003,3677,0
11/6/2003,3677,10
11/5/2003,3667,0
11/4/2003,3667,3
11/3/2003,3665,15
10/31/2003,3649,8
10/30/2003,3641,4
10/29/2003,3637,10
10/28/2003,3627,14
10/27/2003,3614,15
10/24/2003,3599,5
10/23/2003,3595,9
10/22/2003,3585,10
10/21/2003,3575,5
10/20/2003,3571,34
10/17/2003,3537,0
10/16/2003,3537,8
10/15/2003,3529,22
10/14/2003,3507,5
10/13/2003,3503,29
10/10/2003,3474,5
10/9/2003,3469,0
10/8/2003,3469,59
9/30/2003,3410,0
9/29/2003,3410,17
9/26/2003,3393,5
9/25/2003,3388,10
9/24/2003,3378,6
9/23/2003,3372,5
9/22/2003,3367,25
9/19/2003,3342,0
9/18/2003,3342,5
9/17/2003,3337,0
9/16/2003,3337,2
9/15/2003,3335,5
9/12/2003,3330,2
9/11/2003,3328,0
9/10/2003,3328,2
9/9/2003,3326,0
9/8/2003,3326,11
9/5/2003,3315,2
9/4/2003,3314,3
9/3/2003,3311,22
9/2/2003,3289,0
9/1/2003,3289,8
8/29/2003,3281,11
8/28/2003,3270,-3
8/27/2003,3273,12
8/26/2003,3261,0
8/25/2003,3261,8
8/22/2003,3253,0
8/21/2003,3253,0
8/20/2003,3253,0
8/19/2003,3253,-4
8/18/2003,3256,0
8/15/2003,3256,-6
8/14/2003,3263,2
8/13/2003,3261,0
8/12/2003,3261,3
8/11/2003,3258,-6
8/8/2003,3265,-9
8/7/2003,3274,-14
8/6/2003,3287,-3
8/5/2003,3290,-9
8/4/2003,3299,-17
8/1/2003,3316,0
7/31/2003,3316,0
7/30/2003,3316,-12
7/29/2003,3328,0
7/28/2003,3328,-5
7/25/2003,3333,-3
7/24/2003,3335,-5
7/23/2003,3340,9
7/22/2003,3331,-9
7/21/2003,3340,9
7/18/2003,3331,11
7/17/2003,3320,14
7/16/2003,3306,22
7/15/2003,3285,0
7/14/2003,3285,27
7/11/2003,3257,11
7/10/2003,3246,32
7/9/2003,3215,6
7/8/2003,3208,15
7/7/2003,3194,44
7/4/2003,3150,3
7/3/2003,3147,35
7/2/2003,3113,8
7/1/2003,3105,5
6/30/2003,3100,51
6/27/2003,3049,13
6/26/2003,3036,13
6/25/2003,3024,0
6/24/2003,3024,31
6/23/2003,2993,14
6/20/2003,2979,23
6/19/2003,2956,6
6/18/2003,2950,9
6/17/2003,2941,0
6/16/2003,2941,6
6/13/2003,2935,10
6/12/2003,2925,0
6/11/2003,2925,3
6/10/2003,2922,4
6/9/2003,2918,0
6/6/2003,2918,3
6/5/2003,2915,0
6/4/2003,2915,15
6/3/2003,2901,0
6/2/2003,2901,0
5/30/2003,2901,3
5/29/2003,2898,-2
5/28/2003,2900,-3
5/27/2003,2903,0
5/26/2003,2903,11
5/23/2003,2892,0
5/22/2003,2892,0
5/21/2003,2892,0
5/20/2003,2892,6
5/19/2003,2885,0
5/16/2003,2885,0
5/15/2003,2885,0
5/14/2003,2885,-5
5/13/2003,2890,0
5/12/2003,2890,5
5/9/2003,2885,-14
5/8/2003,2899,0
5/7/2003,2899,2
5/6/2003,2897,-34
4/30/2003,2931,-15
4/29/2003,2945,-5
4/28/2003,2950,-12
4/25/2003,2962,12
4/24/2003,2950,-12
4/23/2003,2962,-59
4/22/2003,3021,0
4/21/2003,3021,0
4/18/2003,3021,0
4/17/2003,3021,-25
4/16/2003,3045,-110
4/15/2003,3155,0
4/14/2003,3155,-5
4/11/2003,3160,-11
4/10/2003,3171,-42
4/9/2003,3213,-5
4/8/2003,3217,5
4/7/2003,3213,-5
4/4/2003,3217,-37
4/3/2003,3255,-21
4/2/2003,3275,-38
4/1/2003,3314,-39
3/31/2003,3353,-29
3/28/2003,3382,9
3/27/2003,3373,0
3/26/2003,3373,-7
3/25/2003,3380,-24
3/24/2003,3404,-7
3/21/2003,3411,0
3/20/2003,3411,-25
3/19/2003,3435,-15
3/18/2003,3450,-16
3/17/2003,3466,0
3/14/2003,3466,0
3/13/2003,3466,-5
3/12/2003,3471,-10
3/11/2003,3481,-27
3/10/2003,3508,-22
3/7/2003,3530,0
3/6/2003,3530,-8
3/5/2003,3538,-7
3/4/2003,3545,-5
3/3/2003,3550,0
2/28/2003,3550,-2
2/27/2003,3552,-1
2/26/2003,3553,14
2/25/2003,3539,3
2/24/2003,3536,5
2/21/2003,3531,2
2/20/2003,3529,0
2/19/2003,3529,-2
2/18/2003,3531,2
2/17/2003,3529,0
2/14/2003,3529,0
2/13/2003,3529,0
2/12/2003,3529,0
2/11/2003,3529,-2
2/10/2003,3531,35
1/29/2003,3496,0
1/28/2003,3496,0
1/27/2003,3496,0
1/24/2003,3496,30
1/23/2003,3466,7
1/22/2003,3459,-7
1/21/2003,3466,7
1/20/2003,3459,9
1/17/2003,3450,22
1/16/2003,3428,0
1/15/2003,3428,5
1/14/2003,3424,15
1/13/2003,3409,18
1/10/2003,3391,36
1/9/2003,3355,23
1/8/2003,3332,0
1/7/2003,3332,20
1/6/2003,3312,0
1/3/2003,3312,0
1/2/2003,3312,#N/A N/A
